"","Product_Collection","Vertical_Segment","Processor_Number","Status","Launch_Quarter","Launch_Year","Lithography","Recommended_Customer_Price","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","Cache_Size","Cache_Type","Instruction_Set","TDP","Max_Memory_Size","Memory_Types","Max_nb_of_Memory_Channels","Max_Memory_Bandwidth"
"1813","Pentium","Server","D1519","Launched",2,2016,"14 nm","$200.00 ",4,8,1500,8.72323127482751,"Standard","64-bit",25,128,"DDR4, DDR3",2,25.6
"716","Xeon","Embedded","E5-4628LV4","Launched",2,2016,"14 nm","$2,535.00 ",14,28,1800,10.4868198670889,"Standard","64-bit",75,1576.96,"DDR4",4,68
"887","Xeon","Embedded","E3-1558LV5","Launched",2,2016,"14 nm","$396.00 ",4,8,1900,9.01091334727929,"Standard","64-bit",45,64,"DDR3L, DDR4 2133MHz at 1.2V",2,25.6
"890","Xeon","Embedded","E3-1578LV5","Launched",2,2016,"14 nm","$449.00 ",4,8,2000,9.01091334727929,"Standard","64-bit",45,64,"DDR3L, DDR4 2133MHz at 1.2V",2,25.6
"679","Xeon","Server","E5-1620V4","Launched",2,2016,"14 nm","$294.00 - $297.00",4,8,3500,9.2340568985935,"Standard","64-bit",140,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"680","Xeon","Server","E5-1630V4","Launched",2,2016,"14 nm","$406.00 ",4,8,3700,9.2340568985935,"Standard","64-bit",140,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"681","Xeon","Server","E5-1650V4","Launched",2,2016,"14 nm","$617.00 - $621.00",6,12,3600,9.63952200670166,"Standard","64-bit",140,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"682","Xeon","Server","E5-1660V4","Launched",2,2016,"14 nm","$1,113.00 ",8,16,3200,9.92720407915344,"Standard","64-bit",140,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"683","Xeon","Server","E5-1680V4","Launched",2,2016,"14 nm","$1,723.00 ",8,16,3400,9.92720407915344,"Standard","64-bit",140,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"713","Xeon","Server","E5-4610V4","Launched",2,2016,"14 nm","$1,219.00 ",10,20,1800,10.1503476304677,"Standard","64-bit",105,1576.96,"DDR4",4,68
"714","Xeon","Server","E5-4620V4","Launched",2,2016,"14 nm","$1,668.00 ",10,20,2100,10.1503476304677,"Standard","64-bit",105,1576.96,"DDR4",4,68
"715","Xeon","Server","E5-4627V4","Launched",2,2016,"14 nm","$2,225.00 ",10,10,2600,10.1503476304677,"Standard","64-bit",135,1576.96,"DDR4",4,68
"717","Xeon","Server","E5-4640V4","Launched",2,2016,"14 nm","$2,837.00 ",12,24,2100,10.3326691872616,"Standard","64-bit",105,1576.96,"DDR4",4,68
"718","Xeon","Server","E5-4650V4","Launched",2,2016,"14 nm","$3,838.00 ",14,28,2200,10.4868198670889,"Standard","64-bit",105,1576.96,"DDR4",4,68
"719","Xeon","Server","E5-4655V4","Launched",2,2016,"14 nm","$4,616.00 ",8,16,2500,10.3326691872616,"Standard","64-bit",135,1576.96,"DDR4",4,68
"720","Xeon","Server","E5-4660V4","Launched",2,2016,"14 nm","$4,727.00 ",16,32,2200,10.6203512597134,"Standard","64-bit",120,1576.96,"DDR4",4,68
"721","Xeon","Server","E5-4667V4","Launched",2,2016,"14 nm","$5,729.00 ",18,36,2200,10.7381342953698,"Standard","64-bit",135,1576.96,"DDR4",4,68
"722","Xeon","Server","E5-4669V4","Launched",2,2016,"14 nm","$7,007.00 ",22,44,2200,10.9388049908319,"Standard","64-bit",135,1576.96,"DDR4",4,68
"888","Xeon","Server","E3-1565LV5","Launched",2,2016,"14 nm","$417.00 ",4,8,2500,9.01091334727929,"Standard","64-bit",35,64,"DDR3L,LPDDR3 1600MHz, DDR4 2133MHz at 1.2V",2,25.6
"891","Xeon","Server","E3-1585LV5","Launched",2,2016,"14 nm","$445.00 ",4,8,3000,9.01091334727929,"Standard","64-bit",45,64,"DDR3L,LPDDR3 1600MHz, DDR4 2133MHz at 1.2V",2,25.6
"892","Xeon","Server","E3-1585V5","Launched",2,2016,"14 nm","$556.00 ",4,8,3500,9.01091334727929,"Standard","64-bit",65,64,"DDR3L,LPDDR3 1600MHz, DDR4 2133MHz at 1.2V",2,25.6
"952","Xeon","Server","D-1529","Launched",2,2016,"14 nm","$324.00 ",4,8,1300,8.72323127482751,"Standard","64-bit",20,128,"DDR4, DDR3",2,25.6
"956","Xeon","Server","D-1539","Launched",2,2016,"14 nm","$590.00 ",8,16,1600,9.41637845538745,"Standard","64-bit",35,128,"DDR4, DDR3",2,25.6
"961","Xeon","Server","D-1559","Launched",2,2016,"14 nm","$883.00 ",12,24,1500,9.82184356349562,"Standard","64-bit",45,128,"DDR4, DDR3",2,25.6
"1251","Xeon","Server","7250","Launched",2,2016,"14 nm","$2,436.00 ",68,136,1400,10.4578323302156,"L2","64-bit",215,384,"DDR4-2400",6,115.2
"1253","Xeon","Server","7230","Launched",2,2016,"14 nm","$1,992.00 ",64,128,1300,10.3972077083992,"L2","64-bit",215,384,"DDR4-2400",6,115.2
"1255","Xeon","Server","7210","Launched",2,2016,"14 nm","$1,881.00 ",64,128,1300,10.3972077083992,"L2","64-bit",215,384,"DDR4-2133",6,102
"1265","Xeon","Server","E7-4809V4","Launched",2,2016,"14 nm","$1,223.00 ",8,16,2100,9.92720407915344,"Standard","64-bit",115,3143.68,"DDR4-1333/1600/1866   DDR3-1066/1333",4,85
"2137","Xeon","Server","E7-4830V4","Launched",2,2016,"14 nm","$2,170.00 ",14,28,2000,10.4868198670889,"Standard","64-bit",115,3143.68,"DDR4-1333/1600/1866   DDR3-1066/1333/1600",4,85
"2138","Xeon","Server","E7-4820V4","Launched",2,2016,"14 nm","$1,502.00 ",10,20,2000,10.1503476304677,"Standard","64-bit",115,3143.68,"DDR4-1333/1600/1866   DDR3-1066/1333",4,85
"2139","Xeon","Server","E7-4850V4","Launched",2,2016,"14 nm","$3,003.00 ",16,32,2100,10.6203512597134,"Standard","64-bit",115,3143.68,"DDR4-1333/1600/1866   DDR3-1066/1333/1600",4,85
"2140","Xeon","Server","E7-8860V4","Launched",2,2016,"14 nm","$4,061.00 ",18,36,2200,10.7381342953698,"Standard","64-bit",140,3143.68,"DDR4-1333/1600/1866   DDR3-1066/1333/1600",4,85
"2141","Xeon","Server","E7-8867V4","Launched",2,2016,"14 nm","$4,672.00 ",18,36,2400,10.7381342953698,"Standard","64-bit",165,3143.68,"DDR4-1333/1600/1866   DDR3-1066/1333/1600",4,85
"2142","Xeon","Server","E7-8870V4","Launched",2,2016,"14 nm","$4,672.00 ",20,40,2100,10.8434948110276,"Standard","64-bit",140,3143.68,"DDR4-1333/1600/1866   DDR3-1066/1333/1600",4,85
"2143","Xeon","Server","E7-8880V4","Launched",2,2016,"14 nm","$5,895.00 ",22,44,2200,10.9388049908319,"Standard","64-bit",150,3143.68,"DDR4-1333/1600/1866   DDR3-1066/1333/1600",4,85
"2144","Xeon","Server","E7-8890V4","Launched",2,2016,"14 nm","$7,174.00 ",24,48,2200,11.0258163678216,"Standard","64-bit",165,3143.68,"DDR4-1333/1600/1866   DDR3-1066/1333/1600",4,85
"2145","Xeon","Server","E7-8891V4","Launched",2,2016,"14 nm","$6,841.00 ",10,20,2800,11.0258163678216,"Standard","64-bit",165,3143.68,"DDR4-1333/1600/1866   DDR3-1066/1333/1600",4,85
"2146","Xeon","Server","E7-8893V4","Launched",2,2016,"14 nm","$6,841.00 ",4,8,3200,11.0258163678216,"Standard","64-bit",140,3143.68,"DDR4-1333/1600/1866   DDR3-1066/1333/1600",4,85
"393","Celeron","Desktop","J3355","Launched",3,2016,"14 nm","$107.00 ",2,2,2000,7.6246189861594,"Standard","64-bit",10,8,"DDR3L/LPDDR3 up to 1866 MT/s; LPDDR4 up to 2400 MT/s",2,25.6
"394","Celeron","Desktop","J3455","Launched",3,2016,"14 nm","$107.00 ",4,4,1500,7.6246189861594,"Standard","64-bit",10,8,"DDR3L/LPDDR3 up to 1866 MT/s; LPDDR4 up to 2400 MT/s",2,25.6
"407","Celeron","Mobile","N3450","Launched",3,2016,"14 nm","$107.00 ",4,4,1100,7.6246189861594,"L2","64-bit",6,8,"DDR3L/LPDDR3 up to 1866 MT/s; LPDDR4 up to 2400 MT/s",2,25.6
"408","Celeron","Mobile","N3350","Launched",3,2016,"14 nm","$107.00 ",2,2,1100,7.6246189861594,"L2","64-bit",6,8,"DDR3L/LPDDR3 up to 1866 MT/s; ,LPDDR4 up to 2400 MT/s",2,25.6
"1","Core","Mobile","i7-7Y75","Launched",3,2016,"14 nm","$393.00 ",2,4,1300,8.31776616671934,"SmartCache","64-bit",4.5,16,"LPDDR3-1866, DDR3L-1600",2,29.8
"423","Core","Mobile","i5-7Y54","Launched",3,2016,"14 nm","$281.00 ",2,4,1200,8.31776616671934,"SmartCache","64-bit",4.5,16,"LPDDR3-1866, DDR3L-1600",2,29.8
"424","Core","Mobile","i5-7200U","Launched",3,2016,"14 nm","$281.00 ",2,4,2500,8.03008409426756,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"469","Core","Mobile","i7-7500U","Launched",3,2016,"14 nm","$393.00 ",2,4,2700,8.31776616671934,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2210","Core","Mobile","M3-7Y30","Launched",3,2016,"14 nm","$281.00 ",2,4,1000,8.31776616671934,"SmartCache","64-bit",4.5,16,"LPDDR3-1866, DDR3L-1600",2,29.8
"2212","Core","Mobile","i3-7100U","Launched",3,2016,"14 nm","$281.00 ",2,4,2400,8.03008409426756,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"2271","Core","Mobile","i3-6157U","Launched",3,2016,"14 nm","$304.00 ",2,4,2400,8.03008409426756,"SmartCache","64-bit",28,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"26","Pentium","Mobile","N4200","Launched",3,2016,"14 nm","$161.00 ",4,4,1100,7.6246189861594,"L2","64-bit",6,8,"DDR3L/LPDDR3 up to 1866 MT/s; ,LPDDR4 up to 2400 MT/s",2,25.6
"582","Atom","Embedded","E3930","Announced",4,2016,"14 nm","N/A",2,2,1300,7.6246189861594,"L2","64-bit",6.5,8,"DDR3L (ECC and Non ECC) up to 1866 MT/s;,LPDDR4 up to 2133 MT/s",4,34.1
"583","Atom","Embedded","E3940","Announced",4,2016,"14 nm","N/A",4,4,1600,7.6246189861594,"L2","64-bit",9.5,8,"DDR3L (ECC and Non ECC) up to 1866 MT/s; ,LPDDR4 up to 2133 MT/s",4,34.1
"585","Atom","Embedded","E3950","Announced",4,2016,"14 nm","N/A",4,4,1600,7.6246189861594,"L2","64-bit",12,8,"DDR3L (ECC and Non ECC) up to 1866MT/s; ,LPDDR4 up to 2400 MT/s",4,38.4
"569","Atom","Mobile","x3-3205RK","Launched",4,2016,"28 nm","N/A",4,4,1100,6.93147180559945,"Standard","64-bit",6,2,"1x32 LPDDR2/3 1066 2x16 DDR3L 1333",1,4.2
"572","Atom","Mobile","x3-C3295RK","Launched",4,2016,"28 nm","N/A",4,4,1100,6.93147180559945,"L2","64-bit",6,2,"1x32 LPDDR2/3 1066 2x16 DDR3L 1333",1,4.2
"573","Atom","Mobile","x3-C3265RK","Launched",4,2016,"28 nm","N/A",4,4,1100,6.93147180559945,"L2","64-bit",6,2,"1x32 LPDDR2/3 1066 2x16 DDR3L 1333",1,4.2
"2266","Core","Mobile","i3-6006U","Launched",4,2016,"14 nm","$281.00 ",2,4,2000,8.03008409426756,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"710","Xeon","Embedded","E5-2699RV4","Launched",4,2016,"14 nm","$4,560.00 ",22,44,2200,10.9388049908319,"Standard","64-bit",145,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"665","Xeon","Server","7290F","Launched",4,2016,"14 nm","$3,368.00 ",72,144,1500,10.5149907440556,"L2","64-bit",260,384,"DDR4-2400",6,115.2
"712","Xeon","Server","E5-2699AV4","Launched",4,2016,"14 nm","$4,938.00 ",22,44,2400,10.9388049908319,"Standard","64-bit",145,1576.96,"DDR4 1600/1866/2133/2400",4,76.8
"1249","Xeon","Server","7290","Launched",4,2016,"14 nm","$3,213.00 ",72,144,1500,10.5149907440556,"L2","64-bit",245,384,"DDR4-2400",6,115.2
"1250","Xeon","Server","7250F","Launched",4,2016,"14 nm","$2,591.00 ",68,136,1400,10.4578323302156,"L2","64-bit",230,384,"DDR4-2400",6,115.2
"1252","Xeon","Server","7230F","Launched",4,2016,"14 nm","$2,147.00 ",64,128,1300,10.3972077083992,"L2","64-bit",230,384,"DDR4-2400",6,115.2
"1254","Xeon","Server","7210F","Launched",4,2016,"14 nm","$2,036.00 ",64,128,1300,10.3972077083992,"L2","64-bit",230,384,"DDR4-2133",6,102
"551","Atom","Server","C3338","Launched",1,2017,"14 nm","$27.00 ",2,2,1500,8.31776616671934,"Standard","64-bit",9,128,"DDR4: 1866",1,5.85
"383","Celeron","Desktop","G3930","Launched",1,2017,"14 nm","$42.00 ",2,2,2900,7.6246189861594,"Standard","64-bit",51,64,"DDR4 2133, DDR3L 1333/1600 @ 1.35V",2,25.6
"385","Celeron","Desktop","G3930T","Launched",1,2017,"14 nm","$42.00 ",2,2,2700,7.6246189861594,"Standard","64-bit",35,64,"DDR4 2133, DDR3L 1333/1600 @ 1.35V",2,25.6
"387","Celeron","Desktop","G3950","Launched",1,2017,"14 nm","$52.00 ",2,2,3000,7.6246189861594,"Standard","64-bit",51,64,"DDR4 2133, DDR3L 1333/1600 @ 1.35V",2,25.6
"420","Celeron","Mobile","3865U","Launched",1,2017,"14 nm","$107.00 ",2,2,1800,7.6246189861594,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"422","Celeron","Mobile","3965U","Launched",1,2017,"14 nm","$107.00 ",2,2,2200,7.6246189861594,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"431","Core","Desktop","i5-7400","Launched",1,2017,"14 nm","$182.00 ",4,4,3000,8.72323127482751,"SmartCache","64-bit",65,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"432","Core","Desktop","i5-7400T","Launched",1,2017,"14 nm","$182.00 - $187.00",4,4,2400,8.72323127482751,"SmartCache","64-bit",35,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"436","Core","Desktop","i5-7500T","Launched",1,2017,"14 nm","$192.00 - $202.00",4,4,2700,8.72323127482751,"SmartCache","64-bit",35,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"437","Core","Desktop","i5-7500","Launched",1,2017,"14 nm","$192.00 - $202.00",4,4,3400,8.72323127482751,"SmartCache","64-bit",65,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"438","Core","Desktop","i5-7600","Launched",1,2017,"14 nm","$213.00 - $224.00",4,4,3500,8.72323127482751,"SmartCache","64-bit",65,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"439","Core","Desktop","i5-7600T","Launched",1,2017,"14 nm","$213.00 - $224.00",4,4,2800,8.72323127482751,"SmartCache","64-bit",35,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"440","Core","Desktop","i5-7600K","Launched",1,2017,"14 nm","$242.00 - $243.00",4,4,3800,8.72323127482751,"SmartCache","64-bit",91,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"474","Core","Desktop","i7-7700T","Launched",1,2017,"14 nm","$303.00 - $312.00",4,8,2900,9.01091334727929,"SmartCache","64-bit",35,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"475","Core","Desktop","i7-7700K","Launched",1,2017,"14 nm","$339.00 - $350.00",4,8,4200,9.01091334727929,"SmartCache","64-bit",91,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"476","Core","Desktop","i7-7700","Launched",1,2017,"14 nm","$303.00 - $312.00",4,8,3600,9.01091334727929,"SmartCache","64-bit",65,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"2214","Core","Desktop","i3-7100","Launched",1,2017,"14 nm","$117.00 ",2,4,3900,8.03008409426756,"SmartCache","64-bit",51,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"2216","Core","Desktop","i3-7100T","Launched",1,2017,"14 nm","$117.00 ",2,4,3400,8.03008409426756,"SmartCache","64-bit",35,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"2217","Core","Desktop","i3-7101TE","Launched",1,2017,"14 nm","$117.00 ",2,4,3400,8.03008409426756,"SmartCache","64-bit",35,64,"DDR3L-1600, DDR4-2400",2,34.1
"2218","Core","Desktop","i3-7101E","Launched",1,2017,"14 nm","$117.00 ",2,4,3900,8.03008409426756,"SmartCache","64-bit",54,64,"DDR3L-1600, DDR4-2400",2,34.1
"2221","Core","Desktop","i3-7300T","Launched",1,2017,"14 nm","$138.00 - $147.00",2,4,3500,8.31776616671934,"SmartCache","64-bit",35,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"2222","Core","Desktop","i3-7300","Launched",1,2017,"14 nm","$138.00 - $147.00",2,4,4000,8.31776616671934,"SmartCache","64-bit",51,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"2223","Core","Desktop","i3-7320","Launched",1,2017,"14 nm","$149.00 - $157.00",2,4,4100,8.31776616671934,"SmartCache","64-bit",51,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"2224","Core","Desktop","i3-7350K","Launched",1,2017,"14 nm","$168.00 - $179.00",2,4,4200,8.31776616671934,"SmartCache","64-bit",60,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"433","Core","Embedded","i5-7440EQ","Launched",1,2017,"14 nm","$250.00 ",4,4,2900,8.72323127482751,"Standard","64-bit",45,64,"DDR4-2400",2,34.1
"435","Core","Embedded","i5-7442EQ","Launched",1,2017,"14 nm","$250.00 ",4,4,2100,8.72323127482751,"Standard","64-bit",25,64,"DDR4-2400",2,34.1
"478","Core","Embedded","i7-7820EQ","Launched",1,2017,"14 nm","$378.00 ",4,8,3000,9.01091334727929,"Standard","64-bit",45,64,"DDR4-2400",2,34.1
"2215","Core","Embedded","i3-7100E","Launched",1,2017,"14 nm","$225.00 ",2,4,2900,8.03008409426756,"Standard","64-bit",35,64,"DDR4-2400",2,34.1
"2219","Core","Embedded","i3-7102E","Launched",1,2017,"14 nm","$225.00 ",2,4,2100,8.03008409426756,"Standard","64-bit",25,64,"DDR4-2400",2,34.1
"5","Core","Mobile","i5-7Y57","Launched",1,2017,"14 nm","$281.00 ",2,4,1200,8.31776616671934,"SmartCache","64-bit",4.5,16,"LPDDR3-1866, DDR3L-1600",2,29.8
"425","Core","Mobile","i5-7260U","Launched",1,2017,"14 nm","$304.00 ",2,4,2200,8.31776616671934,"Standard","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"426","Core","Mobile","i5-7267U","Launched",1,2017,"14 nm","N/A",2,4,3100,8.31776616671934,"Standard","64-bit",28,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"427","Core","Mobile","i5-7287U","Launched",1,2017,"14 nm","N/A",2,4,3300,8.31776616671934,"Standard","64-bit",28,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"428","Core","Mobile","i5-7300HQ","Launched",1,2017,"14 nm","$250.00 ",4,4,2500,8.72323127482751,"Standard","64-bit",45,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,34.1
"429","Core","Mobile","i5-7300U","Launched",1,2017,"14 nm","$281.00 ",2,4,2600,8.03008409426756,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"430","Core","Mobile","i5-7360U","Launched",1,2017,"14 nm","$304.00 ",2,4,2300,8.31776616671934,"Standard","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"434","Core","Mobile","i5-7440HQ","Launched",1,2017,"14 nm","N/A",4,4,2800,8.72323127482751,"Standard","64-bit",45,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,34.1
"470","Core","Mobile","i7-7560U","Launched",1,2017,"14 nm","$415.00 ",2,4,2400,8.31776616671934,"Standard","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"471","Core","Mobile","i7-7567U","Launched",1,2017,"14 nm","N/A",2,4,3500,8.31776616671934,"Standard","64-bit",28,32,"DDR4-2133, LPDDR3 - 1866, DDR3L-1600",2,34.1
"472","Core","Mobile","i7-7600U","Launched",1,2017,"14 nm","$393.00 ",2,4,2800,8.31776616671934,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"473","Core","Mobile","i7-7660U","Launched",1,2017,"14 nm","$415.00 ",2,4,2500,8.31776616671934,"Standard","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"477","Core","Mobile","i7-7700HQ","Launched",1,2017,"14 nm","$378.00 ",4,8,2800,8.72323127482751,"Standard","64-bit",45,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,34.1
"479","Core","Mobile","i7-7820HK","Launched",1,2017,"14 nm","$378.00 ",4,8,2900,9.01091334727929,"Standard","64-bit",45,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,34.1
"480","Core","Mobile","i7-7820HQ","Launched",1,2017,"14 nm","$378.00 ",4,8,2900,9.01091334727929,"Standard","64-bit",45,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,34.1
"481","Core","Mobile","i7-7920HQ","Launched",1,2017,"14 nm","$568.00 ",4,8,3100,9.01091334727929,"Standard","64-bit",45,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,34.1
"2211","Core","Mobile","i3-7100H","Launched",1,2017,"14 nm","$225.00 ",2,4,3000,8.03008409426756,"Standard","64-bit",35,64,"",2,34.1
"2213","Core","Mobile","i3-7167U","Launched",1,2017,"14 nm","N/A",2,4,2800,8.03008409426756,"Standard","64-bit",28,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"1826","Pentium","Desktop","G4560","Launched",1,2017,"14 nm","$64.00 ",2,4,3500,8.03008409426756,"Standard","64-bit",54,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"1830","Pentium","Desktop","G4560T","Launched",1,2017,"14 nm","$64.00 ",2,4,2900,8.03008409426756,"Standard","64-bit",35,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"1831","Pentium","Desktop","G4620","Launched",1,2017,"14 nm","$86.00 - $93.00",2,4,3700,8.03008409426756,"Standard","64-bit",51,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"1832","Pentium","Desktop","G4600","Launched",1,2017,"14 nm","$75.00 - $82.00",2,4,3600,8.03008409426756,"Standard","64-bit",51,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"1833","Pentium","Desktop","G4600T","Launched",1,2017,"14 nm","$75.00 ",2,4,3000,8.03008409426756,"Standard","64-bit",35,64,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,25.6
"29","Pentium","Mobile","4410Y","Launched",1,2017,"14 nm","$161.00 ",2,4,1500,7.6246189861594,"SmartCache","64-bit",6,16,"LPDDR3-1866, DDR3L-1600",2,29.8
"30","Pentium","Mobile","4415U","Launched",1,2017,"14 nm","$161.00 ",2,4,2300,7.6246189861594,"SmartCache","64-bit",15,32,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1
"868","Xeon","Embedded","E3-1505LV6","Launched",1,2017,"14 nm","$433.00 ",4,8,2200,9.01091334727929,"Standard","64-bit",25,64,"DDR4-2400",2,34.1
"869","Xeon","Mobile","E3-1505MV6","Launched",1,2017,"14 nm","$434.00 ",4,8,3000,9.01091334727929,"Standard","64-bit",45,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,34.1
"870","Xeon","Mobile","E3-1535MV6","Launched",1,2017,"14 nm","$623.00 ",4,8,3100,9.01091334727929,"Standard","64-bit",45,64,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,34.1
"675","Xeon","Server","E3-1220V6","Launched",1,2017,"14 nm","$193.00 - $203.00",4,4,3000,9.01091334727929,"Standard","64-bit",72,64,"DDR4-2400, DDR3L-1866",2,37.5
"858","Xeon","Server","E3-1225V6","Launched",1,2017,"14 nm","$213.00 - $224.00",4,4,3300,9.01091334727929,"Standard","64-bit",73,64,"DDR4-2400, DDR3L-1866",2,37.5
"859","Xeon","Server","E3-1230V6","Launched",1,2017,"14 nm","$250.00 - $261.00",4,8,3500,9.01091334727929,"Standard","64-bit",72,64,"DDR4-2400, DDR3L-1866",2,37.5
"860","Xeon","Server","E3-1240V6","Launched",1,2017,"14 nm","$272.00 - $282.00",4,8,3700,9.01091334727929,"Standard","64-bit",72,64,"DDR4-2400, DDR3L-1866",2,37.5
"861","Xeon","Server","E3-1245V6","Launched",1,2017,"14 nm","$284.00 - $294.00",4,8,3700,9.01091334727929,"Standard","64-bit",73,64,"DDR4-2400, DDR3L-1866",2,37.5
"862","Xeon","Server","E3-1270V6","Launched",1,2017,"14 nm","$328.00 - $339.00",4,8,3800,9.01091334727929,"Standard","64-bit",72,64,"DDR4-2400, DDR3L-1866",2,37.5
"863","Xeon","Server","E3-1275V6","Launched",1,2017,"14 nm","$339.00 ",4,8,3800,9.01091334727929,"Standard","64-bit",73,64,"DDR4-2400, DDR3L-1866",2,37.5
"864","Xeon","Server","E3-1280V6","Launched",1,2017,"14 nm","$383.00 ",4,8,3900,9.01091334727929,"Standard","64-bit",72,64,"DDR4-2400, DDR3L-1866",2,37.5
"2147","Xeon","Server","E7-8894V4","Launched",1,2017,"14 nm","$8,898.00 ",24,48,2400,11.0258163678216,"Standard","64-bit",165,3143.68,"DDR4-1333/1600/1866 DDR3-1066/1333/1600",4,85
"384","Celeron","Desktop","G3930E","Launched",2,2017,"","$42.00 ",2,2,2900,7.6246189861594,"Standard","64-bit",54,64,"DDR4-2133, DDR3L-1600",2,25.6
"386","Celeron","Desktop","G3930TE","Launched",2,2017,"","$42.00 ",2,2,2700,7.6246189861594,"Standard","64-bit",35,64,"DDR4-2133, DDR3L-1600",2,25.6
"421","Celeron","Mobile","3965Y","Launched",2,2017,"14 nm","N/A",2,2,1500,7.6246189861594,"SmartCache","64-bit",6,16,"LPDDR3-1866, DDR3L-1600",2,29.8
"458","Core","Desktop","i5-7640X","Launched",2,2017,"14 nm","$242.00 - $243.00",4,4,4000,8.72323127482751,"Standard","64-bit",112,64,"DDR4-2666",2,25.6
"459","Core","Desktop","i7-7740X","Launched",2,2017,"14 nm","$339.00 - $350.00",4,8,4300,9.01091334727929,"Standard","64-bit",112,64,"DDR4-2666",2,25.6
"460","Core","Desktop","i7-7800X","Launched",2,2017,"14 nm","$383.00 - $389.00",6,12,3500,9.04168500594604,"L3","64-bit",140,128,"DDR4-2400",4,68
"461","Core","Desktop","i9-7900X","Launched",2,2017,"14 nm","$989.00 - $999.00",10,20,3300,9.55251062971203,"L3","64-bit",140,128,"DDR4-2666",4,68
